trial,context,early,cue,motion,color,context_freq,motion_freq,color_freq,target_freq,response_freq,congruent
19,1,1,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.23999999999999999,0.43999999999999995,True
20,0,0,1,0,0,0.40000000000000002,0.20000000000000001,0.59999999999999998,0.32000000000000006,0.56000000000000005,True
21,1,0,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.35999999999999999,0.43999999999999995,True
22,0,1,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
23,1,1,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
24,1,0,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.23999999999999999,0.56000000000000005,False
25,1,1,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.23999999999999999,0.43999999999999995,True
26,0,0,1,0,0,0.40000000000000002,0.20000000000000001,0.59999999999999998,0.32000000000000006,0.56000000000000005,True
27,0,0,1,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
28,1,1,0,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
29,1,1,1,0,1,0.59999999999999998,0.20000000000000001,0.40000000000000002,0.23999999999999999,0.43999999999999995,False
30,1,0,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
31,0,1,0,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
32,0,1,0,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
33,1,0,1,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.23999999999999999,0.43999999999999995,True
34,0,1,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
35,0,1,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
36,0,1,1,0,1,0.40000000000000002,0.20000000000000001,0.40000000000000002,0.32000000000000006,0.56000000000000005,False
37,1,0,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
38,0,0,0,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
39,1,1,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
40,1,1,1,0,0,0.59999999999999998,0.20000000000000001,0.59999999999999998,0.35999999999999999,0.56000000000000005,True
41,1,1,0,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.23999999999999999,0.56000000000000005,False
42,1,0,0,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
43,0,0,0,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
44,1,1,0,0,0,0.59999999999999998,0.20000000000000001,0.59999999999999998,0.23999999999999999,0.56000000000000005,True
45,1,1,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.35999999999999999,0.43999999999999995,True
46,0,1,0,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
47,0,1,1,0,0,0.40000000000000002,0.20000000000000001,0.59999999999999998,0.32000000000000006,0.56000000000000005,True
48,0,0,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
49,0,1,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.080000000000000016,0.43999999999999995,False
50,1,0,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.23999999999999999,0.56000000000000005,False
51,0,1,0,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
52,1,1,0,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
53,0,0,1,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
54,1,1,0,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
55,1,0,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.23999999999999999,0.56000000000000005,False
56,1,0,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.23999999999999999,0.56000000000000005,False
57,1,0,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.35999999999999999,0.43999999999999995,True
58,1,0,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
59,1,1,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.23999999999999999,0.43999999999999995,True
60,1,0,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.35999999999999999,0.43999999999999995,True
61,0,1,1,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
62,0,0,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
63,1,1,1,0,1,0.59999999999999998,0.20000000000000001,0.40000000000000002,0.23999999999999999,0.43999999999999995,False
64,0,1,0,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
65,0,0,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.080000000000000016,0.43999999999999995,False
66,0,1,1,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
67,1,0,1,0,0,0.59999999999999998,0.20000000000000001,0.59999999999999998,0.35999999999999999,0.56000000000000005,True
68,0,1,0,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
69,1,1,0,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
70,0,0,0,0,0,0.40000000000000002,0.20000000000000001,0.59999999999999998,0.080000000000000016,0.56000000000000005,True
71,1,1,1,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.35999999999999999,0.43999999999999995,True
72,0,0,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
73,1,0,1,0,0,0.59999999999999998,0.20000000000000001,0.59999999999999998,0.35999999999999999,0.56000000000000005,True
74,1,1,0,0,0,0.59999999999999998,0.20000000000000001,0.59999999999999998,0.35999999999999999,0.56000000000000005,True
75,1,1,1,0,1,0.59999999999999998,0.20000000000000001,0.40000000000000002,0.35999999999999999,0.43999999999999995,False
76,1,1,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.23999999999999999,0.56000000000000005,False
77,0,1,0,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
78,0,1,0,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
79,1,1,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
80,1,0,0,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
81,1,0,1,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.35999999999999999,0.43999999999999995,True
82,1,1,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
83,1,0,1,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.35999999999999999,0.43999999999999995,True
84,1,1,0,0,0,0.59999999999999998,0.20000000000000001,0.59999999999999998,0.23999999999999999,0.56000000000000005,True
85,1,0,0,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
86,0,0,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
87,0,1,0,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
88,1,1,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.23999999999999999,0.43999999999999995,True
89,1,1,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.35999999999999999,0.43999999999999995,True
90,0,0,0,1,1,0.40000000000000002,0.80000000000000004,0.40000000000000002,0.32000000000000006,0.43999999999999995,True
91,1,1,0,1,1,0.59999999999999998,0.80000000000000004,0.40000000000000002,0.35999999999999999,0.43999999999999995,True
92,1,0,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
93,0,0,0,0,0,0.40000000000000002,0.20000000000000001,0.59999999999999998,0.080000000000000016,0.56000000000000005,True
94,0,1,1,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
95,0,0,1,0,1,0.40000000000000002,0.20000000000000001,0.40000000000000002,0.32000000000000006,0.56000000000000005,False
96,1,0,0,0,1,0.59999999999999998,0.20000000000000001,0.40000000000000002,0.23999999999999999,0.43999999999999995,False
97,1,0,1,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.35999999999999999,0.56000000000000005,False
98,1,0,0,1,0,0.59999999999999998,0.80000000000000004,0.59999999999999998,0.23999999999999999,0.56000000000000005,False
99,0,0,0,1,0,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.32000000000000006,0.43999999999999995,False
